## LENS DESCRIPTION FILE
## TAKEN FROM Moden Lens Design, p.312


## F/2.0 22degHFOV DOUBLE GAUSS
## EFFECTIVE FOCAL LENGTH = 	100.00
## MAX NUMERICAL APERTURE = 	F/2.0


## RADIUS OF CURVATURE // THICKNESS // IOR // APERTURE

58.950	7.520	1.67	50.4
169.660	0.240	1.0	50.4
38.550	8.050	1.67	46.0
81.540	6.550	1.699	46.0
25.500	11.410	1.0	36.0
0	9.000	0	34.2
-28.990	2.360	1.603	34.0
81.540	12.130	1.658	40.0
-40.770	0.380	1.0	40.0
874.130	6.440	1.717	40.0
-79.46	72.228	1.0	40.0
